hero1_nick,hero2_nick,weight
"CORBEAU, DR. PETER","FURY, COL. NICHOLAS ",0.0026917900403768506
COLOSSUS II,HUMAN TORCH DOPPELGA,0.0026917900403768506
LOCKHEED,SASQUATCH,0.0026917900403768506
HOTSHOT,ULYSSES II,0.0026917900403768506
APOCALYPSE,MASQUE,0.0026917900403768506
HOTSHOT,THOR,0.0026917900403768506
HOWARD THE DUCK,PRINCESS PYTHON,0.0026917900403768506
HULK,WHIZZER III,0.0026917900403768506
ANT-MAN,PIPELINE,0.0026917900403768506
"TALBOT, GLENN",TYRANNUS,0.0026917900403768506
HUMAN TORCH ANDROID,"KLEINSTOCK, SVEN",0.0026917900403768506
HUMAN TORCH ANDROID,"KLEINSTOCK, HARLAN",0.0026917900403768506
SABRETOOTH,WARLOCK III,0.0026917900403768506
HERMES [GREEK GOD],MAKKARI,0.0026917900403768506
COLOSSUS II,GORGON [INHUMAN],0.0026917900403768506
"HUDSON, HEATHER",MOON KNIGHT DOPPELGA,0.0026917900403768506
BLACK WIDOW,"LE FEY, MORGAN",0.0026917900403768506
LOCKHEED,"RICHARDS, FRANKLIN B",0.0026917900403768506
PALADIN,POUNDCAKES,0.0026917900403768506
THING,"TILBY, TRISH",0.0026917900403768506
ANT-MAN,PORCUPINE,0.0026917900403768506
APOCALYPSE,"SUMMERS, MADELYNE MA",0.0026917900403768506
COLOSSUS II,HARDRIVE,0.0026917900403768506
ANT-MAN II,MASTER,0.0026917900403768506
SABRA,TALISMAN,0.0026917900403768506
ARABIAN KNIGHT,CRIMSON DYNAMO V,0.0026917900403768506
APOCALYPSE,REAPER II,0.0026917900403768506
"CORBEAU, DR. PETER",THING,0.0026917900403768506
ARABIAN KNIGHT,CRIMSON COMMANDO,0.0026917900403768506
ARABIAN KNIGHT,COLOSSUS II,0.0026917900403768506
LOCKHEED,"RUIZ, RIGGER",0.0026917900403768506
"ROSS, GEN. THADDEUS ",TYRANNUS,0.0026917900403768506
LOKI [ASGARDIAN],WOLVERINE,0.0026917900403768506
COLOSSUS II,HERCULES DOPPELGANGE,0.0026917900403768506
LOKI [ASGARDIAN],WONG,0.0026917900403768506
"ROSS, GEN. THADDEUS ",UATU,0.0026917900403768506
HERMES [GREEK GOD],SERSI,0.0026917900403768506
"HUDSON, HEATHER",NAMORITA DOPPELGANGE,0.0026917900403768506
HULK,TIMBERIUS,0.0026917900403768506
COLOSSUS II,LOKI [ASGARDIAN],0.0026917900403768506
COLOSSUS II,"JAMESON, J. JONAH",0.0026917900403768506
HOLOCAUST,"VOGHT, AMELIA",0.0026917900403768506
ANT-MAN,SLITHER,0.0026917900403768506
ROULETTE II,SHADOWCAT,0.0026917900403768506
TEMPEST,WOLVERINE,0.0026917900403768506
HIGH EVOLUTIONARY,POLARIS,0.0026917900403768506
BLACK WIDOW,THINKER,0.0026917900403768506
LOCKJAW [INHUMAN],WOLVERINE,0.0026917900403768506
HIGH EVOLUTIONARY,PSYLOCKE,0.0026917900403768506
CONTROLLER,THANOS,0.0026917900403768506
COLOSSUS II,MOLE MAN,0.0026917900403768506
PALADIN,VERTIGO II,0.0026917900403768506
COLOSSUS II,NAMORITA DOPPELGANGE,0.0026917900403768506
APOCALYPSE,HAWK,0.0026917900403768506
COPYCAT,"MACTAGGERT, MOIRA KI",0.0026917900403768506
ARAGORN,LOKI [ASGARDIAN],0.0026917900403768506
COPYCAT,SILHOUETTE,0.0026917900403768506
CRIMSON COMMANDO,NIGHTCRAWLER,0.0026917900403768506
CORSAIR,"FORRESTER, CAPT. ALE",0.0026917900403768506
COLOSSUS II,MENTOR II,0.0026917900403768506
BLACK TOM CASSIDY,ROGUE ,0.0026917900403768506
"OSBORN, LIZ ALLAN",SILVERMANE,0.0026917900403768506
COLOSSUS II,MS. MARVEL II,0.0026917900403768506
"HODGE, CAMERON",MR. FANTASTIC,0.0026917900403768506
HOLOCAUST,"SUMMERS, MADELYNE MA",0.0026917900403768506
LUNA,USAGENT,0.0026917900403768506
COLOSSUS II,MAKKARI,0.0026917900403768506
APOCALYPSE,"JONES, JANIS",0.0026917900403768506
CONSTRICTOR,"WING, COLLEEN",0.0026917900403768506
HUMAN TORCH,THUG,0.0026917900403768506
"PETROVITCH, IVAN",SILVERMANE,0.0026917900403768506
BLACK WIDOW,URSA MAJOR,0.0026917900403768506
HIGH EVOLUTIONARY,PYRO,0.0026917900403768506
HOLOCAUST,STORM,0.0026917900403768506
LONGSHOT,ROMA,0.0026917900403768506
COLOSSUS II,MEDUSA,0.0026917900403768506
CONTEMPLATOR,ERISHKIGEL II,0.0026917900403768506
SANDMAN,WOLVERINE,0.0026917900403768506
ARABIAN KNIGHT,BLOB,0.0026917900403768506
"PAGE, KAREN",TRAPSTER,0.0026917900403768506
TESSA,THUNDERBIRD II,0.0026917900403768506
"PAGE, KAREN",SUB-MARINER,0.0026917900403768506
LOKI [ASGARDIAN],"STANKOWICZ, FABIAN",0.0026917900403768506
BLACK PANTHER,"LUMPKIN, WILLIAM WIL",0.0026917900403768506
SASQUATCH,URSA MAJOR,0.0026917900403768506
"PARKER, MAY","SWANN, DR. EVAN",0.0026917900403768506
SANDMAN,VENOM,0.0026917900403768506
COPYCAT,FOREARM,0.0026917900403768506
BLACK WIDOW,BUTCH,0.0026917900403768506
BLACK WIDOW,"CARTER, SHARON",0.0026917900403768506
"COOPER, DR. VALERIE",CRIMSON COMMANDO,0.0026917900403768506
APOCALYPSE,IRON MAN,0.0026917900403768506
HULK,ZEUS,0.0026917900403768506
ORACLE,SHADOWCAT,0.0026917900403768506
HUMAN TORCH,TIGER SHARK,0.0026917900403768506
BLACK WIDOW,ULIK,0.0026917900403768506
"PARKER, MAY","STACY, PAUL",0.0026917900403768506
"HUDSON, HEATHER",LOKI [ASGARDIAN],0.0026917900403768506
COUNTERWEIGHT,MAGIK,0.0026917900403768506
"PETROVITCH, IVAN",SPIDER-MAN,0.0026917900403768506
HIGH EVOLUTIONARY,MARVEL GIRL,0.0026917900403768506
LOKI [ASGARDIAN],"SUMMERS, MADELYNE MA",0.0026917900403768506
THENA,"WING, COLLEEN",0.0026917900403768506
RUBY,SHE-HULK,0.0026917900403768506
HIGH EVOLUTIONARY,PROJECTOR,0.0026917900403768506
"PARKER, MAY",TASKMASTER,0.0026917900403768506
LOCKHEED,SNOWBIRD,0.0026917900403768506
APOCALYPSE,FOREARM,0.0026917900403768506
BLACK TOM CASSIDY,"ROBERTSON, JOE",0.0026917900403768506
LONGSHOT,PROFESSOR X,0.0026917900403768506
"HUDSON, HEATHER",VASHTI,0.0026917900403768506
"HUDSON, HEATHER",SPIDER-WOMAN II,0.0026917900403768506
"PETROVITCH, IVAN",QUICKSILVER,0.0026917900403768506
BLACK WIDOW,JOSEPH,0.0026917900403768506
COLOSSUS II,NIGHTMARE,0.0026917900403768506
HIGH EVOLUTIONARY,MOONDRAGON,0.0026917900403768506
COLOSSUS II,MOON KNIGHT DOPPELGA,0.0026917900403768506
COLOSSUS II,MESMERO,0.0026917900403768506
CONTROLLER,SUB-MARINER,0.0026917900403768506
BLACK PANTHER,LIVING LASER,0.0026917900403768506
"HUDSON, HEATHER",VINDICATOR II DOPPEL,0.0026917900403768506
ARABIAN KNIGHT,BLACK PANTHER,0.0026917900403768506
"COUNT NEFARIA, LUCHI",DRAGONFLY,0.0026917900403768506
ARABIAN KNIGHT,HUMAN TORCH,0.0026917900403768506
BLACK PANTHER,LOBO,0.0026917900403768506
HIGH EVOLUTIONARY,OMEGA RED,0.0026917900403768506
LUPO,POLARIS,0.0026917900403768506
CRIMSON COMMANDO,"MADDICKS, ARTHUR ART",0.0026917900403768506
HOLOCAUST,"SUMMERS, NATHAN CHRI",0.0026917900403768506
HIGH EVOLUTIONARY,MARROW,0.0026917900403768506
PALADIN,TORPEDO III,0.0026917900403768506
BLACK WIDOW,VALINOR,0.0026917900403768506
SAGITTARIUS,SCARLET WITCH,0.0026917900403768506
HUMAN TORCH,SURTUR,0.0026917900403768506
APOCALYPSE,"GYRICH, HENRY PETER",0.0026917900403768506
"OSBORN, LIZ ALLAN","STACY, ARTHUR",0.0026917900403768506
"HOGAN, HAROLD J. HAP",WONDER MAN,0.0026917900403768506
HIGH EVOLUTIONARY,MYSTIQUE,0.0026917900403768506
COPYCAT,SPIDER-MAN,0.0026917900403768506
SANDMAN,"WATSON, ANNA",0.0026917900403768506
BLACK PANTHER,LIVING LIGHTNING,0.0026917900403768506
"HODGE, CAMERON",PYRO,0.0026917900403768506
"HOGAN, HAROLD J. HAP",YELLOW CLAW,0.0026917900403768506
ANT-MAN,SCANNER II,0.0026917900403768506
APOLLO [GREEK GOD],HERA,0.0026917900403768506
COUNTERWEIGHT,KURSE,0.0026917900403768506
"LUBENSKI, NATE",SHA SHAN,0.0026917900403768506
"LUBENSKI, NATE",SILVER SABLE,0.0026917900403768506
HUMAN TORCH,"TILBY, TRISH",0.0026917900403768506
HOLOCAUST,TESSA,0.0026917900403768506
APOCALYPSE,IRON MAN V,0.0026917900403768506
HOLOCAUST,THRENODY,0.0026917900403768506
"OSBORN, NORMIE","ROBERTSON, AMANDA",0.0026917900403768506
HUMAN TORCH,TORPEDO III,0.0026917900403768506
PALADIN,TITANIA II,0.0026917900403768506
KRONOS,SHE-HULK,0.0013458950201884253
KRAVEN THE HUNTER II,"STACY, JILL",0.0013458950201884253
FOXBAT,RICTOR,0.0013458950201884253
FORGOTTEN ONE,HEIMDALL [ASGARDIAN],0.0013458950201884253
FORGE,IRON MAN IV,0.0013458950201884253
KRAVEN THE HUNTER II,THING,0.0013458950201884253
ARCANNA,PHOBIUS,0.0013458950201884253
FOXBAT,ROGUE ,0.0013458950201884253
MEDUSA,NIGHTCRAWLER,0.0013458950201884253
VENOM,VULTURE,0.0013458950201884253
"HOGAN, VIRGINIA PEPP","JAMESON, J. JONAH",0.0013458950201884253
"SUMMERS, MADELYNE MA",TESSA,0.0013458950201884253
BARBARUS,ICEMAN,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",VANGUARD,0.0013458950201884253
FOXBAT,SIRYN,0.0013458950201884253
JOCASTA,WHIZZER,0.0013458950201884253
KRAVEN THE HUNTER II,SANDMAN,0.0013458950201884253
KRAVEN THE HUNTER II,"STACY, ARTHUR",0.0013458950201884253
"JONES, GABE","JONES, RICHARD MILHO",0.0013458950201884253
MEDUSA,NORTHSTAR,0.0013458950201884253
HELLCAT,"MCLAREN, MEGAN",0.0013458950201884253
MEANY,SYNCH,0.0013458950201884253
MEANY,PENANCE,0.0013458950201884253
FOXBAT,SHATTERSTAR II,0.0013458950201884253
"JARVIS, EDWIN ",TEXAS TWISTER,0.0013458950201884253
"MCCABE, LINDSAY",PHOENIX III,0.0013458950201884253
FORGE,HUSK,0.0013458950201884253
"JARVIS, EDWIN ",THENA,0.0013458950201884253
"JONES, GABE","JONES, HUGH",0.0013458950201884253
VECTOR,WONDER MAN,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",TIGRA,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",MIKHLO,0.0013458950201884253
KRISTOFF,PUNISHER II,0.0013458950201884253
AQUARIAN,STINGRAY,0.0013458950201884253
FORGE,"KELLY, SEN. ROBERT E",0.0013458950201884253
JOCASTA,TASKMASTER,0.0013458950201884253
HELLCAT,STUNT-MASTER,0.0013458950201884253
ARCANNA,GAEA,0.0013458950201884253
HELLCAT,SUNFIRE,0.0013458950201884253
SPEEDBALL,STILETTO,0.0013458950201884253
LORD CHAOS,"TANAKA, KENJIRO",0.0013458950201884253
JOLT,MENTOR,0.0013458950201884253
"MCCABE, LINDSAY",ROGUE ,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",JUSTICE II,0.0013458950201884253
"JARVIS, EDWIN ",URSA MAJOR,0.0013458950201884253
BANSHEE,SIKORSKY,0.0013458950201884253
VASHTI,"ZARRKO, ARTHUR",0.0013458950201884253
BANSHEE,MEANY,0.0013458950201884253
FOXBAT,REAPER II,0.0013458950201884253
FORGE,"KNIGHT, MISTY",0.0013458950201884253
BANSHEE,TANA NILE,0.0013458950201884253
"JARVIS, EDWIN ",VALINOR,0.0013458950201884253
LORD CHAOS,THING,0.0013458950201884253
MEDUSA,MS. MARVEL II,0.0013458950201884253
BANSHEE,MEGGAN,0.0013458950201884253
HELLCAT,SAGITTARIUS,0.0013458950201884253
AJAK,HERMES [GREEK GOD],0.0013458950201884253
HELLCAT,SABRA,0.0013458950201884253
BANSHEE,SHE-HULK,0.0013458950201884253
KRISTOFF,MAXIMUS [INHUMAN],0.0013458950201884253
"JARVIS, EDWIN ",VIPER II,0.0013458950201884253
AJAK,HERCULES [GREEK GOD],0.0013458950201884253
FORGOTTEN ONE,HOBGOBLIN,0.0013458950201884253
"HOGAN, VIRGINIA PEPP","JONES, HUGH",0.0013458950201884253
KRONOS,RINTRAH,0.0013458950201884253
HELLCAT,SCREAMING MIMI,0.0013458950201884253
"HOGAN, VIRGINIA PEPP","JONES, CHARLOTTE",0.0013458950201884253
MEANY,MURMUR II,0.0013458950201884253
FOXBAT,QUICKSILVER,0.0013458950201884253
FORGE,"JAMESON, J. JONAH",0.0013458950201884253
JOCASTA,TIGRA,0.0013458950201884253
HELLCAT,MIKHLO,0.0013458950201884253
SWORDSMAN III,UATU,0.0013458950201884253
SPEEDBALL,SUNFIRE,0.0013458950201884253
AQUARIAN,SPIDER-MAN,0.0013458950201884253
FOXBAT,PSYLOCKE,0.0013458950201884253
"JARVIS, EDWIN ","TILBY, TRISH",0.0013458950201884253
"HOGAN, HAROLD J. HAP",PEATOR,0.0013458950201884253
KRONOS,SERSI,0.0013458950201884253
KRAVEN THE HUNTER II,VULTURE,0.0013458950201884253
FORGE,ULTRON,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",THINKER,0.0013458950201884253
"SOUTHERN, CANDY",TESSA,0.0013458950201884253
"JARVIS, EDWIN ","TOWER, BLAKE",0.0013458950201884253
"JARVIS, EDWIN ",TRITON,0.0013458950201884253
"MCCABE, LINDSAY",PROFESSOR X,0.0013458950201884253
"JARVIS, EDWIN ",TURBO II (A),0.0013458950201884253
"JONES, CHARLOTTE",THUNDERBIRD III,0.0013458950201884253
"MEACHUM, JOY",ZABU,0.0013458950201884253
"JARVIS, EDWIN ",ULIK,0.0013458950201884253
AJAK,HOGUN [ASGARDIAN],0.0013458950201884253
FORGE,KA-ZAR,0.0013458950201884253
"JARVIS, EDWIN ",UNION JACK III,0.0013458950201884253
MEANY,PUCK,0.0013458950201884253
BANSHEE,MAGGOTT,0.0013458950201884253
MEANY,RADIUS,0.0013458950201884253
HELLCAT,STARFOX,0.0013458950201884253
MAXIMUS [INHUMAN],"ROSS, GEN. THADDEUS ",0.0013458950201884253
USAGENT DOPPELGANGER,WILD CHILD,0.0013458950201884253
"FREEMAN, DUANE JEROM",NOVA,0.0013458950201884253
FOREIGNER,SABRETOOTH,0.0013458950201884253
USAGENT DOPPELGANGER,WOLFSBANE,0.0013458950201884253
"JARVIS, EDWIN ",SHAPE,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",ICEMAN,0.0013458950201884253
KRAVEN THE HUNTER II,MALICE V,0.0013458950201884253
HELLCAT,SPIDER-WOMAN,0.0013458950201884253
HELLCAT,SHAMROCK,0.0013458950201884253
USAGENT DOPPELGANGER,WOLFSBANE DOPPELGANG,0.0013458950201884253
AIREO,WHITE QUEEN,0.0013458950201884253
SPEEDBALL,VANGUARD,0.0013458950201884253
"FREEMAN, DUANE JEROM",MOONDRAGON,0.0013458950201884253
USAGENT DOPPELGANGER,WOLVERINE,0.0013458950201884253
KRAVEN THE HUNTER II,"ROSS, EVERETT KENNET",0.0013458950201884253
MAXIMUS [INHUMAN],SWORDSMAN,0.0013458950201884253
MAXIMUS [INHUMAN],"TALBOT, GLENN",0.0013458950201884253
USAGENT DOPPELGANGER,WONDER MAN,0.0013458950201884253
"JARVIS, EDWIN ",SHROUD,0.0013458950201884253
"MACTAGGERT, MOIRA KI",NIGHT THRASHER,0.0013458950201884253
SPEEDBALL,USAGENT DOPPELGANGER,0.0013458950201884253
"MACON, ANGELO",MARVEL GIRL,0.0013458950201884253
BARBARUS,NIGHTCRAWLER,0.0013458950201884253
BANSHEE,LIVING MONOLITH,0.0013458950201884253
HELLSTORM,LOOTER,0.0013458950201884253
"JONES, GABE",MORGAN,0.0013458950201884253
"FREEMAN, DUANE JEROM","KINCAID, DR. JANE FO",0.0013458950201884253
JOLT,JOYSTICK,0.0013458950201884253
JOLT,"JONES, RICHARD MILHO",0.0013458950201884253
JOLT,LODESTONE,0.0013458950201884253
"JONES, GABE",PEATOR,0.0013458950201884253
KURSE,MEPHISTO,0.0013458950201884253
ARABIAN KNIGHT,BLACK BOLT,0.0013458950201884253
USAGENT DOPPELGANGER,WARLOCK II,0.0013458950201884253
ARCADE,"WALTERS, BILLY",0.0013458950201884253
KURSE,MR. FANTASTIC,0.0013458950201884253
BANSHEE,KARMA,0.0013458950201884253
BANSHEE,"KELLY, SEN. ROBERT E",0.0013458950201884253
"JONES, GABE",RED GHOST,0.0013458950201884253
ARCANNA,DRAGONFLY,0.0013458950201884253
"SONDHEIM, ERICA","STARK, MORGAN",0.0013458950201884253
"HOGAN, VIRGINIA PEPP",INVISIBLE WOMAN,0.0013458950201884253
USAGENT DOPPELGANGER,WASP,0.0013458950201884253
FORGE,"VOGHT, AMELIA",0.0013458950201884253
"MACON, ANGELO",MAGNETO,0.0013458950201884253
KURSE,MOLECULE MAN,0.0013458950201884253
MEANY,SKIN,0.0013458950201884253
AIREO,"COOPER, DR. VALERIE",0.0013458950201884253
"MACTAGGERT, MOIRA KI",NOVA,0.0013458950201884253
"JARVIS, EDWIN ",SCORPION,0.0013458950201884253
KURSE,MOCKINGBIRD,0.0013458950201884253
SPEEDBALL,VOSTOK,0.0013458950201884253
FORGE,WASP,0.0013458950201884253
FORGE,"WETHERELL, MANOLI",0.0013458950201884253
"MACON, ANGELO",WHITE QUEEN,0.0013458950201884253
"MACTAGGERT, MOIRA KI",NIGHTMARE,0.0013458950201884253
"JARVIS, EDWIN ",SELENE,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",IGOR,0.0013458950201884253
"HOGAN, HAROLD J. HAP",MIKHLO,0.0013458950201884253
MEDUSA,QUASAR II,0.0013458950201884253
"JONES, GABE",POLARIS,0.0013458950201884253
MAXIMUS [INHUMAN],"RICHARDS, NATHANIEL",0.0013458950201884253
"JONES, GABE",MOONSTONE,0.0013458950201884253
FOREIGNER,WASP,0.0013458950201884253
FORGE,WOLFSBANE DOPPELGANG,0.0013458950201884253
AQUARIAN,PUPPET MASTER,0.0013458950201884253
"MACON, ANGELO",NIGHTCRAWLER,0.0013458950201884253
ARCANNA,ROMA,0.0013458950201884253
ARCADE,"WATSON-PARKER, MARY ",0.0013458950201884253
"SONDHEIM, ERICA",WHIPLASH,0.0013458950201884253
FORGE,"HALLER, GABRIELLE",0.0013458950201884253
FORGE,"HARKNESS, AGATHA",0.0013458950201884253
"SOUTHERN, CANDY","TILBY, TRISH",0.0013458950201884253
ARABIAN KNIGHT,BLACK KNIGHT V,0.0013458950201884253
"SUMMERS, MADELYNE MA",TALISMAN II,0.0013458950201884253
HELLCAT,MAGNETO,0.0013458950201884253
FORGE,ZABU,0.0013458950201884253
JOCASTA,YELLOW CLAW,0.0013458950201884253
FORGE,HERCULES DOPPELGANGE,0.0013458950201884253
HELLSTORM,"JARVIS, EDWIN ",0.0013458950201884253
AIREO,"GYRICH, HENRY PETER",0.0013458950201884253
"JARVIS, EDWIN ",STRIDER,0.0013458950201884253
"JONES, GABE",MANDARIN,0.0013458950201884253
FOXBAT,THUNDERBIRD II,0.0013458950201884253
FOXBAT,SUNSPOT,0.0013458950201884253
VALKIN,ZEUS,0.0013458950201884253
SPEEDBALL,"URICH, BEN",0.0013458950201884253
SWORDSMAN III,VALINOR,0.0013458950201884253
FORGE,ZALADANE,0.0013458950201884253
FOXBAT,STRYFE,0.0013458950201884253
FOXBAT,STRONG GUY,0.0013458950201884253
BANSHEE,SPEEDBALL,0.0013458950201884253
"JONES, GABE",MADAME MASQUE,0.0013458950201884253
"JARVIS, EDWIN ",SUNFIRE,0.0013458950201884253
AIREO,HULK,0.0013458950201884253
"FREEMAN, DUANE JEROM",HERCULES [GREEK GOD],0.0013458950201884253
FORGE,GARGOYLE II,0.0013458950201884253
"MACTAGGERT, MOIRA KI",NAMORITA,0.0013458950201884253
LORELEI II,ZEUS,0.0013458950201884253
HELLCAT,LOCKJAW [INHUMAN],0.0013458950201884253
"JARVIS, EDWIN ","SONDHEIM, ERICA",0.0013458950201884253
KRAVEN THE HUNTER II,"RICHARDS, FRANKLIN B",0.0013458950201884253
FOREIGNER,"WATSON, ANNA",0.0013458950201884253
"HOGAN, HAROLD J. HAP",MOCKINGBIRD,0.0013458950201884253
FOREIGNER,"WHITMAN, DEBRA",0.0013458950201884253
"JARVIS, EDWIN ",SPIDER-MAN CLONE,0.0013458950201884253
"JONES, GABE",MIKHLO,0.0013458950201884253
"FREEMAN, DUANE JEROM",JUGGERNAUT,0.0013458950201884253
KRONOS,WOLVERINE,0.0013458950201884253
HELLCAT,LOKI [ASGARDIAN],0.0013458950201884253
BANSHEE,LONGSHOT,0.0013458950201884253
"JONES, GABE",MESMERO,0.0013458950201884253
"FREEMAN, DUANE JEROM",JACK OF HEARTS,0.0013458950201884253
"JONES, GABE",MENTALLO,0.0013458950201884253
KRONOS,WHIZZER II,0.0013458950201884253
FORGE,WOLVERINE DOPPELGANG,0.0013458950201884253
MAXIMUS [INHUMAN],TRAPSTER,0.0013458950201884253
BANSHEE,LUPO,0.0013458950201884253
"JARVIS, EDWIN ",SPRITE,0.0013458950201884253
HELLCAT,LOOTER,0.0013458950201884253
"JARVIS, EDWIN ","STACY, JILL",0.0013458950201884253
"JONES, GABE",MELTER,0.0013458950201884253
MAXIMUS [INHUMAN],ULTRON,0.0013458950201884253
MAXIMUS [INHUMAN],"URSULA, LADY",0.0013458950201884253
"JARVIS, EDWIN ","STARK, MORGAN",0.0013458950201884253
SWORDSMAN,ZEUS,0.0013458950201884253
"MACON, ANGELO",MASQUE,0.0013458950201884253
MEDUSA,ORACLE,0.0013458950201884253
JOCASTA,"STARK, MORGAN",0.0013458950201884253
AQUARIAN,SUB-MARINER,0.0013458950201884253
"JONES, CHARLOTTE",SUNSPOT,0.0013458950201884253
FORGOTTEN ONE,"RICHARDS, FRANKLIN B",0.0013458950201884253
"FORRESTER, CAPT. ALE",MISS LOCKE,0.0013458950201884253
KREDDICK,THOR,0.0013458950201884253
HELLCAT,VECTOR,0.0013458950201884253
FORGE,SUGAR MAN,0.0013458950201884253
"HOGAN, HAROLD J. HAP",SPIDER-MAN,0.0013458950201884253
"FORRESTER, CAPT. ALE",PHOENIX III,0.0013458950201884253
"FORRESTER, CAPT. ALE",POLARIS,0.0013458950201884253
ARCANNA,"JARVIS, EDWIN ",0.0013458950201884253
SWORDSMAN II,TITANIUM MAN,0.0013458950201884253
KREDDICK,THING,0.0013458950201884253
SPEEDBALL,THUNDERBALL,0.0013458950201884253
JOCASTA,MOON KNIGHT,0.0013458950201884253
"HOGAN, HAROLD J. HAP","SITWELL, JASPER",0.0013458950201884253
JOLT,TURBO II (A),0.0013458950201884253
"HOGAN, HAROLD J. HAP",THUNDERSTRIKE,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",NITRO,0.0013458950201884253
KREDDICK,TIGRA,0.0013458950201884253
"FORRESTER, CAPT. ALE",MARVEL GIRL,0.0013458950201884253
BANSHEE,QUICKSILVER,0.0013458950201884253
HELLCAT,PLANTMAN,0.0013458950201884253
"MCLAREN, MEGAN",SANDMAN,0.0013458950201884253
BANSHEE,WILD CHILD,0.0013458950201884253
BANSHEE,QUASAR II,0.0013458950201884253
FORGE,RUBY,0.0013458950201884253
BANSHEE,"WEIN, LEN",0.0013458950201884253
"SUMMERS, NATHAN CHRI",SYNCH,0.0013458950201884253
SPEEDBALL,TAROT,0.0013458950201884253
BANSHEE,WASP,0.0013458950201884253
FORGE,"STRUCKER, ANDREAS",0.0013458950201884253
HELLCAT,RED GHOST,0.0013458950201884253
"MCLAREN, MEGAN",ULTRON,0.0013458950201884253
FORGOTTEN ONE,RAVONNA LEXUS RENSLA,0.0013458950201884253
"MCLAREN, MEGAN",QUICKSILVER,0.0013458950201884253
"SUMMERS, NATHAN CHRI",TESSA,0.0013458950201884253
"HOGAN, HAROLD J. HAP","TILBY, TRISH",0.0013458950201884253
"FORRESTER, CAPT. ALE",S'YM,0.0013458950201884253
"MCLAREN, MEGAN",NOVA,0.0013458950201884253
HELLCAT,TOAD,0.0013458950201884253
KRO [DEVIANT],"LYNNE, MONICA",0.0013458950201884253
HELLCAT,RED SKULL,0.0013458950201884253
FORGE,SUNFIRE,0.0013458950201884253
"FORRESTER, CAPT. ALE",SIRYN,0.0013458950201884253
HELLCAT,PEATOR,0.0013458950201884253
"MCLAREN, MEGAN",NIGHT THRASHER,0.0013458950201884253
BANSHEE,NAMORITA,0.0013458950201884253
JEMIAH,ZIRAN,0.0013458950201884253
MECHAMAGE,THING,0.0013458950201884253
JOCASTA,NIGHTCRAWLER,0.0013458950201884253
SWORDSMAN II,ULTRON,0.0013458950201884253
FORGOTTEN ONE,ORPHAN-MAKER,0.0013458950201884253
JETSTREAM,JUSTICE II,0.0013458950201884253
"SOUTHERN, CANDY",WOLVERINE,0.0013458950201884253
MECHAMAGE,"SZARDOS, MARGALI",0.0013458950201884253
BANSHEE,WOLVERINE SKRULL,0.0013458950201884253
FORGOTTEN ONE,PHARAOH RAMA-TUT,0.0013458950201884253
ARCANNA,BI-BEAST II,0.0013458950201884253
SPEEDBALL,SYNCH,0.0013458950201884253
FORGE,QUASAR III,0.0013458950201884253
AJAK,GAEA,0.0013458950201884253
"HOGAN, VIRGINIA PEPP",PEATOR,0.0013458950201884253
AIREO,"RICHARDS, FRANKLIN B",0.0013458950201884253
JOLT,SCORCHER,0.0013458950201884253
ARCANNA,BINARY,0.0013458950201884253
"HOGAN, HAROLD J. HAP",TIGRA,0.0013458950201884253
FORGOTTEN ONE,QUICKSILVER,0.0013458950201884253
"MCLAREN, MEGAN",QUASAR III,0.0013458950201884253
BANSHEE,NOVA,0.0013458950201884253
FORGE,"STRUCKER, ANDREA",0.0013458950201884253
JEMIAH,THOR,0.0013458950201884253
KREDDICK,UNION JACK III,0.0013458950201884253
JETSTREAM,SILHOUETTE,0.0013458950201884253
FORGE,SILHOUETTE,0.0013458950201884253
"MCLAREN, MEGAN",SWORDSMAN,0.0013458950201884253
"MCLAREN, MEGAN",SUB-MARINER,0.0013458950201884253
ARCANNA,HYPERION II,0.0013458950201884253
"MCLAREN, MEGAN",STUNT-MASTER,0.0013458950201884253
FORGE,"SHAW, SHINOBI",0.0013458950201884253
ARCANNA,INFINITY II,0.0013458950201884253
FORGOTTEN ONE,ZEUS,0.0013458950201884253
KREDDICK,TRIATHLON,0.0013458950201884253
"MCLAREN, MEGAN",STARFOX,0.0013458950201884253
"FORRESTER, CAPT. ALE",GAMBIT,0.0013458950201884253
JETSTREAM,SHADOWCAT,0.0013458950201884253
"MCLAREN, MEGAN",SPIDER-WOMAN II,0.0013458950201884253
KRO [DEVIANT],"ROSS, EVERETT KENNET",0.0013458950201884253
FORGOTTEN ONE,VIZIER,0.0013458950201884253
"HOGAN, HAROLD J. HAP",SUB-MARINER,0.0013458950201884253
"HOGAN, HAROLD J. HAP",SUNFIRE,0.0013458950201884253
JETSTREAM,SPEEDBALL,0.0013458950201884253
JETSTREAM,STORM,0.0013458950201884253
JOLT,SPEEDBALL,0.0013458950201884253
LORELEI II,NAMORITA,0.0013458950201884253
JOLT,SLYDE,0.0013458950201884253
